Date,Ticker,Price,Daily_Change_%,RollingVol_%,Beta,MA10,MA50,Momentum_%,RSI,Volume
2025-09-30,AAPL,254.6300048828125,0.07861188255666729,28.933663878694837,1.094,250.65799865722656,230.0912759399414,6.920013188617347,82.76837852720342,37704300
2025-10-01,AAPL,255.4499969482422,0.3220327729275496,26.214950075558278,1.094,252.3039978027344,230.91713684082032,6.8873137272466245,81.7274206197905,48713900
2025-10-02,AAPL,257.1300048828125,0.657666061710982,26.228288762643537,1.094,254.22899780273437,231.78159240722655,8.092315287063823,80.58356599287815,42630200
2025-10-03,AAPL,258.0199890136719,0.34612223931820285,26.18594596156063,1.094,255.48099670410156,232.6716387939453,5.099791858929481,79.6440575336502,49155600
2025-10-06,AAPL,256.69000244140625,-0.5154587353288997,26.061427850517436,1.094,255.54199829101563,233.53268798828125,0.23821301980913034,75.86499194485033,44664100
2025-10-07,AAPL,256.4800109863281,-0.08180741481198517,25.181823162736027,1.094,255.74700012207032,234.3861410522461,0.805729815493561,74.83674023919197,31955800
2025-10-08,AAPL,258.05999755859375,0.6160271773966164,21.07246895026703,1.094,256.32200012207034,235.32673095703126,2.2789425926987628,78.27919189845701,36496900
2025-10-09,AAPL,254.0399932861328,-1.5577789314472068,22.253746329403523,1.094,256.0389999389648,236.23127044677733,-1.1017253415540385,63.31048791590146,38322000
2025-10-10,AAPL,245.27000427246094,-3.4522080166306646,25.77633744419763,1.094,255.0199996948242,236.98997650146484,-3.9888836505119762,32.14403275378055,61999100
2025-10-13,AAPL,247.66000366210938,0.9744360696440912,25.714378877401447,1.094,254.34300079345704,237.90016479492186,-2.66084550114295,39.08416606471194,38142900
2025-10-14,AAPL,247.77000427246094,0.04441597703503941,25.683954200839395,1.094,253.65700073242186,238.79317504882812,-2.6941053602495546,42.17241301292633,35478000
2025-10-15,AAPL,249.33999633789062,0.6336489641027176,25.723907499136295,1.094,253.0460006713867,239.72617584228516,-2.3918577738677893,35.52477196835834,33893600
2025-10-16,AAPL,247.4499969482422,-0.7580008893106838,25.848994364784197,1.094,252.0779998779297,240.41501068115235,-3.764635690409601,34.881045778740884,39777000
2025-10-17,AAPL,252.2899932861328,1.9559492412937862,24.263779635148886,1.094,251.50500030517577,241.06519927978516,-2.220756519463085,46.468641114105246,49147000
2025-10-20,AAPL,262.239990234375,3.943873008454002,23.452979929348462,1.094,252.05999908447265,241.72819885253907,2.162136327937292,59.50062330648086,90483000
2025-10-21,AAPL,262.7699890136719,0.2021044840732289,23.274458164903837,1.094,252.68899688720703,242.43999877929687,2.4524242661854156,59.205236812888025,46659000
2025-10-22,AAPL,258.30499267578125,-1.6992033050084343,23.963112167975023,1.094,252.71349639892577,243.0130987548828,0.09493727021052667,51.380879011155486,18812021
2025-09-30,AMZN,219.57000732421875,-1.1702709034319914,27.183494129877644,1.281,224.25500030517577,227.10999938964844,-6.186710334858214,32.700985344213024,48396400
2025-10-01,AMZN,220.6300048828125,0.48276063361811783,27.230520053913665,1.281,223.15600128173827,226.97319946289062,-4.744836571132227,35.33670870273943,43933800
2025-10-02,AMZN,222.41000366210938,0.8067800117406154,22.101240513114245,1.281,222.2740020751953,226.85559967041016,-3.81438058573611,40.96349422318566,41258600
2025-10-03,AMZN,219.50999450683594,-1.3039023009411066,22.024554313124654,1.281,221.077001953125,226.6011996459961,-5.171073717658214,31.00702594332857,43639000
2025-10-06,AMZN,220.89999389648438,0.633228292302257,21.28928485821152,1.281,220.40400085449218,226.39039947509767,-2.956557062761933,28.192362915131298,43690900
2025-10-07,AMZN,221.77999877929688,0.39837252472938456,20.883588411551465,1.281,220.51100006103516,226.17019958496093,0.484795447818942,32.797212870732466,31194700
2025-10-08,AMZN,225.22000122070312,1.5510877718191152,18.74002149983347,1.281,221.01199951171876,226.0543997192383,2.275098476040527,40.505540650318316,46686000
2025-10-09,AMZN,227.74000549316406,1.118907849570383,19.233578492813646,1.281,221.97100067138672,226.00539978027345,4.396063197338562,44.48704487935575,46412100
2025-10-10,AMZN,216.3699951171875,-4.99253978296661,26.000653173182346,1.281,221.63000030517577,225.65059967041014,-1.5515532264306242,36.41409168669136,72367500
2025-10-13,AMZN,220.07000732421875,1.7100394188331425,26.25215309963588,1.281,221.4200012207031,225.75699981689453,-0.9452180141486299,49.16274384788499,37809700
2025-10-14,AMZN,216.38999938964844,-1.6721987604375044,26.197999404452883,1.281,221.10200042724608,225.85179992675782,-1.4482888502502456,45.386470705743854,45665600
2025-10-15,AMZN,215.57000732421875,-0.3789417568938358,26.082009453603682,1.281,220.59600067138672,225.8882000732422,-2.2934312861396022,46.787868057180894,45909500
2025-10-16,AMZN,214.47000122070312,-0.510277898660183,26.07947165674243,1.281,219.8020004272461,225.73140014648436,-3.5699844029807637,43.300538966284385,42414600
2025-10-17,AMZN,213.0399932861328,-0.6667636156250767,26.039039026220518,1.281,219.15500030517578,225.52959991455077,-2.947474549046847,38.194990293101,45986900
2025-10-20,AMZN,216.47999572753906,1.6147214372026486,26.527050026594697,1.281,218.71300048828124,225.40539978027343,-2.0009046134317976,46.08958839175062,38882800
2025-10-21,AMZN,222.02999877929688,2.563748688697798,26.129263549196363,1.281,218.73800048828124,225.4199996948242,0.11272432202003024,51.590899948258915,50071600
2025-10-22,AMZN,218.9001007080078,-1.4096735074075495,26.623882573465742,1.281,218.10601043701172,225.3686016845703,-2.8061009139690785,46.13020283944947,20381530
2025-09-30,AVGO,329.9100036621094,0.6129947554252002,55.31785483954099,1.208,338.0167236328125,314.6472741699219,-8.201317510257677,13.176101751722754,20109500
2025-10-01,AVGO,333.3900146484375,1.054836454699415,55.26441358962127,1.208,336.7979339599609,315.7528045654297,-3.5268159009217426,22.475739803243613,21122700
2025-10-02,AVGO,338.17999267578125,1.4367490977181152,55.30336052839279,1.208,336.14000244140624,316.85230895996096,-1.9083792766497965,29.37920960126513,19917600
2025-10-03,AVGO,338.3699951171875,0.056183820900490566,44.35090383972148,1.208,335.54200134277346,317.85538513183593,-1.7366083578725044,23.344593346285265,14749100
2025-10-06,AVGO,335.489990234375,-0.8511407407193583,42.88463507570496,1.208,335.2119995117188,318.7715118408203,-0.9740601042870778,23.95678040349732,18465700
2025-10-07,AVGO,336.4100036621094,0.2742297697441387,41.871981007972586,1.208,334.95899963378906,319.62377990722655,-0.7464444329595588,36.10414191987034,18086700
2025-10-08,AVGO,345.5,2.7020588683268176,23.605377446326376,1.208,335.5779998779297,320.5955535888672,1.8242912044869275,50.89760611249385,21478300
2025-10-09,AVGO,345.0199890136719,-0.13893226811233506,21.878337970878622,1.208,336.4699981689453,321.45390563964844,2.6539668991880205,50.81052822782511,17643700
2025-10-10,AVGO,324.6300048828125,-5.9097979189986605,29.800909264937232,1.208,335.47999877929686,322.0825524902344,-2.9593740270258406,37.393159954810514,28941000
2025-10-13,AVGO,356.70001220703125,9.878941207481917,47.18865657926409,1.208,338.36000061035156,323.4536260986328,8.78317134694393,60.081747456695744,45984300
2025-10-14,AVGO,344.1300048828125,-3.5239716551854317,48.65737443259142,1.208,339.78200073242186,324.3920104980469,4.3102667584663745,52.403273791409305,22078000
2025-10-15,AVGO,351.3299865722656,2.0922272360135885,47.26253074910733,1.208,341.5759979248047,325.57003112792967,5.381076557660536,57.30314453628041,23918500
2025-10-16,AVGO,354.1499938964844,0.8026662772887772,47.30139532482023,1.208,343.172998046875,326.62995056152346,4.722337680104527,59.29681173503621,20317200
2025-10-17,AVGO,349.3299865722656,-1.3610073153432323,47.608468134714194,1.208,344.2689971923828,327.55174133300784,3.2390553575184278,60.331688427098875,20937900
2025-10-20,AVGO,349.239990234375,-0.025762557281072684,47.1756288858911,1.208,345.6439971923828,328.44757385253905,4.0984829354801855,59.49503141250594,15640200
2025-10-21,AVGO,342.6600036621094,-1.8840873772358657,47.749327763340126,1.208,346.2689971923828,329.2331701660156,1.8578520055775538,54.41891048534565,16007100
2025-10-22,AVGO,338.75,-1.1410738400519427,47.950743575536585,1.208,345.5939971923828,329.7622717285156,-1.953690303907385,50.274015609412594,6363860
2025-09-30,GOOG,243.5500030517578,-0.33147714706603937,37.48314401416223,1.0,249.21300201416017,218.14973907470704,-3.1302184291239765,56.15552403250631,22541200
2025-10-01,GOOG,245.5399932861328,0.8170766616463876,21.19892364730895,1.0,248.78200073242186,219.22177001953125,-1.7250401089032308,57.17299898228589,23967700
2025-10-02,GOOG,246.42999267578125,0.3624661619222591,21.157772241250367,1.0,248.19199981689454,220.3235903930664,-2.338211513676336,57.54406456207152,20657500
2025-10-03,GOOG,246.4499969482422,0.008117628963799639,20.97608604845612,1.0,247.31299896240233,221.392041015625,-3.4438208571333395,38.511449726450515,19941400
2025-10-06,GOOG,251.50999450683594,2.0531538329279897,21.791627200999404,1.0,247.17599792480468,222.54410705566406,-0.5417630297070875,50.16168968738897,18309000
2025-10-07,GOOG,247.1300048828125,-1.7414773645921255,21.529075126391366,1.0,246.65499877929688,223.62176177978515,-2.0646712890103225,45.5613489905479,13811200
2025-10-08,GOOG,245.4600067138672,-0.6757569440979938,21.706990168875492,1.0,246.41799926757812,224.60587036132813,-0.9562987126970679,38.48473811930416,14136500
2025-10-09,GOOG,242.2100067138672,-1.3240446146440932,22.25134274335383,1.0,245.98199920654298,225.50479675292968,-1.7682607295454789,28.405668975297615,19375700
2025-10-10,GOOG,237.49000549316406,-1.9487226331978302,23.317930708118514,1.0,245.01300048828125,226.4008413696289,-3.920215013246342,26.344879151435606,22449100
2025-10-13,GOOG,244.63999938964844,3.0106504404835643,20.37505378617476,1.0,245.04100036621094,227.4980340576172,0.11458453863051332,40.16350399111138,12465000
2025-10-14,GOOG,246.19000244140625,0.6335852908865736,20.557166185515563,1.0,245.30500030517578,228.5103302001953,1.0839660671601026,47.733551967049735,17705400
2025-10-15,GOOG,251.7100067138672,2.2421723943784944,22.046293108004125,1.0,245.92200164794923,229.64161865234374,2.5128344043507056,56.355100021771335,16048100
2025-10-16,GOOG,251.8800048828125,0.06753731056015067,21.76232130583166,1.0,246.46700286865234,230.7443356323242,2.2115864014173203,55.875019741073416,18946000
2025-10-17,GOOG,253.7899932861328,0.7582929832834262,21.528615581572,1.0,247.2010025024414,231.87805908203126,2.978290293682617,62.06190959481614,17653800
2025-10-20,GOOG,257.0199890136719,1.272704130575164,21.7158265086404,1.0,247.752001953125,232.9802682495117,2.190765626487323,66.2250031888728,13726800
2025-10-21,GOOG,251.33999633789062,-2.2099419961764566,23.19212643325683,1.0,248.17300109863282,233.97806915283203,1.7035533411147163,56.41593734439485,27711200
2025-10-22,GOOG,252.3300018310547,0.3938909475566188,22.248016825454528,1.0,248.86000061035156,234.9451153564453,2.7988246269364137,56.512155333893155,11062693
2025-09-30,GOOGL,243.10000610351562,-0.38926323964876275,38.041959354367314,1.0,248.70899963378906,217.49551391601562,-3.2091087120053707,55.985390976818074,34724300
2025-10-01,GOOGL,244.89999389648438,0.7404309945604481,21.535666237105602,1.0,248.24599914550782,218.5701333618164,-1.8554902839187815,56.77535113936577,31658200
2025-10-02,GOOGL,245.69000244140625,0.32258414234824784,21.48454771043956,1.0,247.61199951171875,219.68273315429687,-2.5155721019713084,57.23586913474656,25483300
2025-10-03,GOOGL,245.35000610351562,-0.13838427877085335,21.282194446578558,1.0,246.675,220.74976776123046,-3.6785470604127513,36.578051807925014,30249600
2025-10-06,GOOGL,250.42999267578125,2.0705059897664357,22.13947871071015,1.0,246.46499938964843,221.89822021484375,-0.8315867871804605,48.69407609200046,28894700
2025-10-07,GOOGL,245.75999450683594,-1.864791880176797,22.08827870446088,1.0,245.8749984741211,222.96526184082032,-2.3444365689492153,43.9173809023225,23181300
2025-10-08,GOOGL,244.6199951171875,-0.46386694951554563,22.162694699824666,1.0,245.622998046875,223.94616027832032,-1.0196666985046843,37.495764304805256,21307100
2025-10-09,GOOGL,241.52999877929688,-1.2631822416684813,22.641735338279897,1.0,245.1969985961914,224.84967254638673,-1.7331846792789207,28.03860076299108,27892100
2025-10-10,GOOGL,236.57000732421875,-2.053571597791637,23.80843058155913,1.0,244.2,225.74650238037108,-4.043962940464175,25.670713042280852,33180300
2025-10-13,GOOGL,244.14999389648438,3.2041198535692983,20.783642328527623,1.0,244.20999908447266,226.85028228759765,0.040971458093097546,40.496052251475675,24995000
2025-10-14,GOOGL,245.4499969482422,0.5324608168161493,20.919961719256793,1.0,244.44499816894532,227.86196807861327,0.9666765881223061,47.671528126416455,22111600
2025-10-15,GOOGL,251.02999877929688,2.273376207143052,22.43243587550972,1.0,245.05799865722656,228.99264709472655,2.503064530660448,56.46595858053899,27007700
2025-10-16,GOOGL,251.4600067138672,0.1712974292560121,22.15177154235578,1.0,245.63499908447267,230.10355194091798,2.3484896475740813,56.1194271190764,27997200
2025-10-17,GOOGL,253.3000030517578,0.7317252401032315,21.9681447077159,1.0,246.42999877929688,231.24266418457032,3.240267679018527,61.694070786968545,29671600
2025-10-20,GOOGL,256.54998779296875,1.2830575215377449,22.195918742730672,1.0,247.04199829101563,232.34886383056642,2.443794791429288,66.06929431745178,22350200
2025-10-21,GOOGL,250.4600067138672,-2.3737990133977593,23.829405696121228,1.0,247.51199951171876,233.34165618896483,1.912439905633434,56.02516281520074,46947200
2025-10-22,GOOGL,251.10499572753906,0.2575217585172096,22.887951116654744,1.0,248.1604995727539,234.30059020996094,2.651050911535191,55.88651249385019,18885971
2025-09-30,LLY,763.0,5.02264108462136,28.332692604872282,0.461,744.7469970703125,733.6804663085937,-0.2236170474456567,53.07365048435885,6234300
2025-10-01,LLY,825.4199829101562,8.180862766730822,40.08046363719497,0.461,751.2759948730469,734.6940991210937,8.589317302033006,67.54108677130927,10124500
2025-10-02,LLY,819.8499755859375,-0.6748088778491645,40.3282778595671,0.461,756.9679931640625,735.1483154296875,7.460708512785552,65.97441460584287,4291800
2025-10-03,LLY,839.8699951171875,2.4419125605196212,39.61279970219911,0.461,765.7559936523437,735.8724194335938,11.686326417113957,71.36265853623155,5088500
2025-10-06,LLY,845.0499877929688,0.6167612494667685,39.495403453839245,0.461,774.7659912109375,736.5552404785157,11.93456177615495,69.76480261774884,3651400
2025-10-07,LLY,843.6300048828125,-0.1680353743172991,39.45502913280859,0.461,784.4309936523438,737.3010620117187,12.938770374195574,70.8666579217903,2610800
2025-10-08,LLY,845.719970703125,0.24773488474996164,39.47584630488876,0.461,794.8179931640625,738.98990234375,14.001482582128212,70.76290449925102,2180900
2025-10-09,LLY,855.3499755859375,1.1386753554851303,39.493230529226274,0.461,808.8939880371094,740.9286169433594,19.698000733354547,76.09310776471227,3071700
2025-10-10,LLY,833.489990234375,-2.5556773222081164,41.036484998222846,0.461,819.7889892578125,742.8294555664063,15.037129145538962,68.1001139064628,3431000
2025-10-13,LLY,819.4000244140625,-1.6904781083634135,41.46969117791125,0.461,829.0779907226563,744.0042700195313,12.785785935475857,66.23186700739274,2167500
2025-10-14,LLY,812.3499755859375,-0.860391581409381,41.21047442267447,0.461,834.01298828125,744.9049768066407,6.467886708510817,65.66667516638194,1928400
2025-10-15,LLY,826.5700073242188,1.750480970720103,41.34881586330803,0.461,834.1279907226562,746.1509497070313,0.13932597197463537,76.41536164978092,2355800
2025-10-16,LLY,819.3800048828125,-0.8698600696487646,41.614483465135606,0.461,834.0809936523438,747.6438647460938,-0.05732398818322215,72.66730911124708,2272900
2025-10-17,LLY,802.8300170898438,-2.0198183619742793,42.00506937788044,0.461,830.3769958496093,750.9113562011719,-4.410203750900221,67.05246629469528,3983000
2025-10-20,LLY,808.9600219726562,0.7635495375512891,42.02950889992327,0.461,826.7679992675781,754.6049792480469,-4.270749226867543,61.88088771417293,2279700
2025-10-21,LLY,799.5700073242188,-1.160751383676517,42.07867911279042,0.461,822.3619995117188,757.9198229980469,-5.2226683858540675,40.793513466513055,2096600
2025-10-22,LLY,813.760009765625,1.774704192431309,42.163274726774574,0.461,819.1660034179688,761.4344506835937,-3.7790240321425417,47.95652458855238,1155130
2025-09-30,META,734.3800048828125,-1.2133466821391936,17.928707843775275,1.203,758.4435485839844,751.8216540527344,-5.664224161350706,40.793370258740865,16226800
2025-10-01,META,717.3400268554688,-2.3203216201485355,19.692626558782504,1.203,752.6578735351562,752.0817626953125,-7.463492132478966,34.8084750659923,20419600
2025-10-02,META,727.0499877929688,1.3536064591382901,19.45474709968028,1.203,747.3904968261719,752.3607885742188,-6.755439572026411,37.68571312122461,11415300
2025-10-03,META,710.5599975585938,-2.268068291209524,20.692821121772205,1.203,740.6609985351563,752.2856311035156,-8.65135334990117,27.877559715146006,16154300
2025-10-06,META,715.6599731445312,0.7177403179830621,20.976926842418166,1.203,735.7109985351562,752.3548449707031,-6.469235419695685,21.95985710113213,21654700
2025-10-07,META,713.0800170898438,-0.3605002587124484,19.573746312929956,1.203,731.4789978027344,752.273525390625,-5.602330679965872,22.097525320623717,12062900
2025-10-08,META,717.8400268554688,0.6675281387145127,19.10333558885175,1.203,727.1970031738281,752.6397692871094,-5.629315042310812,22.260276033923404,10790600
2025-10-09,META,733.510009765625,2.182935239596384,20.92756043296884,1.203,725.6570068359375,753.4151477050781,-2.056317038247568,32.31079522878312,12717200
2025-10-10,META,705.2999877929688,-3.8458946158989815,24.56023338444737,1.203,721.8120056152344,752.0627807617187,-5.169749540441182,28.751918455564194,16980100
2025-10-13,META,715.7000122070312,1.4745533239843622,24.80043538415986,1.203,719.0420043945312,751.3866979980469,-3.726124737332903,35.97170898227304,9251800
2025-10-14,META,708.6500244140625,-0.9850478793801409,23.499970968495607,1.203,716.4690063476562,750.0427709960937,-3.503633037075382,31.851489631595015,8829800
2025-10-15,META,717.5499877929688,1.255903911986045,24.276288186848767,1.203,716.4900024414062,749.1348693847656,0.029269374305007645,38.83508057050821,10246800
2025-10-16,META,712.0700073242188,-0.7637071370602655,24.040812126452277,1.203,714.9920043945312,747.9468835449219,-2.060378339902491,38.74679181288427,9017000
2025-10-17,META,716.9199829101562,0.6811093763326115,24.363513408298424,1.203,715.6280029296875,747.0589599609375,0.8950666197667712,40.88528393818828,12232400
2025-10-20,META,732.1699829101562,2.127155102874445,25.462928020877705,1.203,717.27900390625,746.3267370605469,2.3069628573862744,49.27057073523907,8900200
2025-10-21,META,733.27001953125,0.1502433378546053,25.171263595860076,1.203,719.2980041503906,745.685068359375,2.8313796428911076,55.87606361350996,7629800
2025-10-22,META,730.0100708007812,-0.44457684667821296,24.995765026176453,1.203,720.5150085449219,744.4959265136719,1.695369927840873,51.1464315904333,4187452
2025-09-30,MSFT,517.9500122070312,0.6509982083227506,16.245850701237696,1.023,512.1269989013672,511.97608764648436,1.7503542968220431,65.421100648259,19728200
2025-10-01,MSFT,519.7100219726562,0.33980301653540046,16.259017695520264,1.023,513.0960021972656,512.2814733886719,1.8999319963368455,66.08745101004374,22632300
2025-10-02,MSFT,515.739990234375,-0.7638936272985952,16.503896605261048,1.023,513.825,512.4954779052734,1.4337649429292165,55.48872654889847,21222900
2025-10-03,MSFT,517.3499755859375,0.3121699658835464,13.25126475162348,1.023,513.7669982910156,512.6416467285156,-0.1119875462023745,52.016204336410034,15112300
2025-10-06,MSFT,528.5700073242188,2.1687508007657064,14.894288295911034,1.023,515.1789978027343,512.9557080078125,2.7446777689073443,68.00000900058109,21388600
2025-10-07,MSFT,523.97998046875,-0.8683857940984696,15.444265670786624,1.023,516.6539947509766,513.2021301269531,2.8965239998036685,62.06359110465058,14615200
2025-10-08,MSFT,524.8499755859375,0.16603594595525628,15.438336118413103,1.023,518.1239929199219,513.4645544433594,2.8815018848036944,64.34565567906375,13363400
2025-10-09,MSFT,522.4000244140625,-0.4667907565661822,15.640433420022706,1.023,519.6609954833984,513.6646020507812,3.031383877042737,54.45843936054935,18343600
2025-10-10,MSFT,510.9599914550781,-2.1898990092536486,16.68935850626661,1.023,519.6109954833985,513.231314086914,-0.0977593572035862,46.996025731614736,24133800
2025-10-13,MSFT,514.0499877929688,0.6047433046746153,16.377630567596903,1.023,519.5559967041015,513.0473175048828,-0.10687676235167087,54.306622842680284,14284200
2025-10-14,MSFT,513.5700073242188,-0.093372333459385,15.740895485460635,1.023,519.1179962158203,512.6234991455078,-0.8456423939732893,53.07998049779006,14684300
2025-10-15,MSFT,513.4299926757812,-0.02726301116511287,15.7336444444106,1.023,518.4899932861329,512.3544219970703,-1.2083717902991342,56.090583765529594,14694700
2025-10-16,MSFT,511.6099853515625,-0.35448013364658415,15.748109422898592,1.023,518.0769927978515,512.1050518798828,-0.8007920582104977,50.15020392895584,15559600
2025-10-17,MSFT,513.5800170898438,0.3850651462417254,14.2762174935585,1.023,517.6999969482422,511.9769476318359,-0.7287056487871646,48.95410609273413,19867800
2025-10-20,MSFT,516.7899780273438,0.6250167122328731,14.255060225959536,1.023,516.5219940185547,511.8890826416016,-2.22866018382486,48.80704150561581,14665600
2025-10-21,MSFT,517.6599731445312,0.16834597306014665,13.71738830141905,1.023,515.8899932861328,511.8240081787109,-1.206154349363675,47.852454383517326,15574000
2025-10-22,MSFT,523.0800170898438,1.047027822604929,14.13531199267819,1.023,515.7129974365234,511.7181805419922,-0.3372313191246312,57.46240223588486,8662410
2025-09-30,NVDA,186.5800018310547,2.601042380414653,32.187112898339905,2.123,178.6520004272461,177.0482290649414,6.690299989459847,62.216338804348304,236981000
2025-10-01,NVDA,187.24000549316406,0.3537376222704669,32.12357927921519,2.123,180.3470016479492,177.45261749267578,9.953616110930664,63.108563347158,173844900
2025-10-02,NVDA,188.88999938964844,0.8812186755381202,32.15195829234935,2.123,181.61200103759765,177.81501007080078,7.1777085237182625,64.04464190647656,136805800
2025-10-03,NVDA,187.6199951171875,-0.67235125023275,30.219570823395113,2.123,182.70700073242188,178.0928057861328,6.197994601081591,62.15216850566127,137596900
2025-10-06,NVDA,185.5399932861328,-1.1086248188821868,30.809610603800486,2.123,182.9,178.33380126953125,1.0511370128890585,63.38521139848524,157678100
2025-10-07,NVDA,185.0399932861328,-0.2694836790410604,30.713162878256192,2.123,183.56100006103514,178.49980041503906,3.704534485052835,70.64091164937508,140088000
2025-10-08,NVDA,189.11000061035156,2.199528465138445,28.76972566524703,2.123,184.775,178.7719985961914,6.859919368203182,69.01032909393011,130168900
2025-10-09,NVDA,192.57000732421875,1.8296265150970603,29.196131350819115,2.123,186.26300048828125,179.03820068359374,8.3741373619032,71.55639977178028,182997200
2025-10-10,NVDA,183.16000366210938,-4.886536482426518,34.77716380183045,2.123,186.76000061035157,179.14420135498048,2.789158287562965,49.42821257439868,268774400
2025-10-13,NVDA,188.32000732421875,2.8172109406748413,36.00461982994821,2.123,187.40700073242186,179.43639739990235,3.557877923314545,62.57311257435408,153482800
2025-10-14,NVDA,180.02999877929688,-4.402085929536681,39.20230158919535,2.123,186.7520004272461,179.4372003173828,-3.5105600747548205,53.31455296012355,205641400
2025-10-15,NVDA,179.8300018310547,-0.11109090129327592,37.81268474887153,2.123,186.01100006103516,179.46880157470704,-3.957489556033955,52.34443250146687,214450500
2025-10-16,NVDA,181.80999755859375,1.1010374839450998,36.0445008031875,2.123,185.3029998779297,179.51680389404297,-3.748214227292057,53.84124909570998,179723300
2025-10-17,NVDA,183.22000122070312,0.7755369237354204,36.106267303375475,2.123,184.86300048828124,179.5660076904297,-2.3451625684864474,51.526626180625605,173135200
2025-10-20,NVDA,182.63999938964844,-0.31656032485013474,33.3419523973173,2.123,184.5730010986328,179.56501373291016,-1.5630020488424323,45.16208328774186,128544700
2025-10-21,NVDA,181.16000366210938,-0.8103349389427028,31.81869976077265,2.123,184.18500213623048,179.54721923828126,-2.096838394294409,42.681754517300575,123928000
2025-10-22,NVDA,179.25,-1.05431862635188,31.91947094702578,2.123,183.19900207519532,179.46922576904296,-5.2138969798151695,38.468909512168146,82279967
2025-09-30,TSLA,444.7200012207031,0.34069849388267404,44.81095707569251,2.086,432.3350006103516,356.5581994628906,5.478868737497877,78.43023524344437,74358000
2025-10-01,TSLA,459.4599914550781,3.3144428390707636,45.24154353963221,2.086,435.69500122070315,359.1051995849609,7.889918578703203,77.60522659578916,98122300
2025-10-02,TSLA,436.0,-5.105992228133283,51.208622435657375,2.086,437.61000061035156,361.17399963378904,4.593977117929771,62.478203073965446,137009000
2025-10-03,TSLA,429.8299865722656,-1.4151406944344913,51.32021782278069,2.086,437.9859985351562,363.664599609375,0.8824792131368442,56.48469440203389,133188200
2025-10-06,TSLA,453.25,5.4486690457546505,52.781335149798096,2.086,439.88999938964844,366.4083996582031,4.384977066307716,59.61808004394919,85324900
2025-10-07,TSLA,433.0899963378906,-4.447877255843213,56.61931088444759,2.086,440.61399841308594,368.55839965820314,1.7001268358829424,52.00443947559499,102296100
2025-10-08,TSLA,438.69000244140625,1.2930352007360923,56.511156996586145,2.086,440.20399780273436,370.90819946289065,-0.9259481976544359,56.17158353209546,71192100
2025-10-09,TSLA,435.5400085449219,-0.7180455170972544,53.90491816188593,2.086,441.4189971923828,373.23819946289063,2.8696930669404486,52.771113473012555,69339900
2025-10-10,TSLA,413.489990234375,-5.062684914805626,52.14153329535083,2.086,438.7279968261719,375.3425994873047,-6.110355139658463,44.39333224440289,112107900
2025-10-13,TSLA,435.8999938964844,5.419720958518703,54.07948861686586,2.086,437.9969970703125,378.0079992675781,-1.649330497851531,52.52728132805711,79552800
2025-10-14,TSLA,429.239990234375,-1.5278742269702716,53.65578852798546,2.086,436.44899597167966,380.4075988769531,-3.4808443388733012,46.406784143550276,72669400
2025-10-15,TSLA,435.1499938964844,1.3768529951932784,53.75095612157501,2.086,434.0179962158203,382.93619873046873,-5.290993342337746,53.358841929046726,71558200
2025-10-16,TSLA,428.75,-1.470755828163206,53.43622925955188,2.086,433.2929962158203,385.11299865722657,-1.662844036697253,46.45789271213701,77189900
2025-10-17,TSLA,439.30999755859375,2.462973191508744,53.569238462867396,2.086,434.2409973144531,387.453798828125,2.2055257386595306,48.86759787199315,89331600
2025-10-20,TSLA,447.42999267578125,1.8483519979771268,53.54348689930487,2.086,433.65899658203125,389.80939880371096,-1.2840611857073858,50.75778508740115,63719000
2025-10-21,TSLA,442.6000061035156,-1.0794954856246153,53.18026097297328,2.086,434.60999755859376,391.8807989501953,2.195850711408598,45.008886052547325,54112500
2025-10-22,TSLA,434.1199951171875,-1.9159536532732946,51.792351409300764,2.086,434.1529968261719,393.74639892578125,-1.0417395652478234,49.38929172750221,36636676
